UNO,COST,CMTL,CFUEL,CEQPT,CLABOR,CPROP,MTL,FUEL,EQPT,LABOR,PROP,REVENUE,OUTPUT,PK,K,LOADFCTR,STAGE,POINTS,YEAR,BAD,FIRM,T,LC,LQ,LF,LM,LE,LL,LP,VARCOST,LVC,PM,PF,PE,PL,PP,LPM,LPF,LPL,LPE,LPP,P1,P2,P3,P4,CN,LQ2,TFIRM,LSTAGE,LPF_PP,LPE_PP,LPL_PP,LC_PP 
1,1501352,431946.3750000,289949.3750000,226702.0625000,610888.4375000,37062.9843750,.9325223,.9512203,1.0003386,.9703447,1.0047884,1609626,.9228433,.9524075,1.0040941,.5587993,440.3999023,81,1976,0,4,7,14.2218761,-.0802959,-.0500096,-.0698622,.0003385,-.0301039,.0047770,1501351,14.2218761,463202.1875000,304818.3125000,226625.3437500,629558.1875000,36886.3593750,13.0459185,12.6274710,13.3527737,12.3310537,10.5155973,2.5303211,2.1118736,1.8154564,2.8371763,-10.7415466,.0064474,15,6.0876832,2.1118736,1.8154564,2.8371763,3.7062795 
1,1709269,490494.5625000,348609,249907.2500000,697061.1250000,33521.8828125,1,.9999999,.9999999,1,1,1863699,1,1.0152617,1,.5720701,445.8999023,83,1977,0,4,8,14.3515768,0,-0,0,-0,0,0,1709268,14.3515759,490494.5625000,348609.0312500,249907.2656250,697061.1250000,33521.8828125,13.1031694,12.7617064,13.4546280,12.4288454,10.4199533,2.6832161,2.3417530,2.0088921,3.0346746,-10.6459026,0,15,6.1000945,2.3417530,2.0088921,3.0346746,3.9316226 
1,2025397,581455.6875000,416191.5000000,285383.5625000,842932,31945.5937500,1.1098719,1.1110916,1.0106783,1.0629902,.9992460,2216890,1.1984491,1.0996990,1.0069084,.6247634,457.8999023,85,1978,0,4,9,14.5212765,.1810283,.1053430,.1042446,.0106217,.0610859,-.0007543,2025395.8750000,14.5212755,523894.4375000,374578.9375000,282368.3437500,792981.9375000,31969.6992188,13.1690454,12.8335581,13.5835562,12.5509672,10.3725443,2.7965012,2.4610138,2.1784229,3.2110119,-10.5984936,.0327713,15,6.1266506,2.4610138,2.1784229,3.2110119,4.1487325 
1,2548365,700895.1875000,641391.7500000,310641.8750000,1009572,39591.8554688,1.1988707,1.1787930,1.0913324,1.1629620,1.0494699,2642633,1.3406744,1.1924400,1.0856934,.6287055,480,90,1979,0,4,10,14.7509623,.2931728,.1644910,.1813800,.0873994,.1509702,.0482852,2548363.7500000,14.7509623,584629.5000000,544108.9375000,284644.5937500,868104.0625000,37725.5742188,13.2787333,13.2069044,13.6740665,12.5589962,10.5380936,2.7406397,2.6688108,2.0209026,3.1359730,-10.7640429,.0859503,15,6.1737861,2.6688108,2.0209026,3.1359730,4.2128690 
1,3137738,840118.1250000,971360.7500000,610914.1250000,1117075,59132.1093750,1.2856150,1.1382828,1.4194660,1.1952620,1.2020168,3267758,1.3262424,1.4844923,1.3898611,.5891497,509.3999023,84,1980,0,4,11,14.9590130,.2823497,.1295208,.2512372,.3502808,.1783654,.1840008,3137736,14.9590120,653475.6875000,853356.2500000,430383.0625000,934585.9375000,49194.0781250,13.3900604,13.6569328,13.7478590,12.9724312,10.8035288,2.5865316,2.8534040,2.1689024,2.9443302,-11.0294781,.0797214,15,6.2332334,2.8534040,2.1689024,2.9443302,4.1554842 
1,3557703,923409.2500000,1123817,457363.6875000,1273069,87453.0625000,1.2883091,1.1202297,1.2971945,1.2061586,1.3635092,3609035,1.2485209,1.4853525,1.3140078,.5326119,535.8999023,83,1981,0,4,12,15.0846252,.2219595,.1135338,.2533306,.2602038,.1874406,.3100617,3557701,15.0846252,716760.6250000,1003202.2500000,352579.1250000,1055473.8750000,64138.2265625,13.4824972,13.8187075,13.8695002,12.7730303,11.0687962,2.4137011,2.7499113,1.7042341,2.8007040,-11.2947454,.0492660,15,6.2839474,2.7499113,1.7042341,2.8007040,4.0158298 
1,3717740,1011233.3750000,1036612.1250000,496507.0625000,1392351,109479.2500000,1.3644352,1.1004639,1.2474871,1.1953888,1.3458157,3588444,1.2543221,1.5953579,1.2728033,.5266517,552.6000977,84,1982,0,4,13,15.1286268,.2265952,.0957318,.3107406,.2211312,.1784715,.2970003,3717738,15.1286259,741137,941977.4375000,398005.7812500,1164768.3750000,81347.8828125,13.5159407,13.7557364,13.9680328,12.8942223,11.3064899,2.2094507,2.4492464,1.5877323,2.6615429,-11.5324392,.0513454,15,6.3146346,2.4492464,1.5877323,2.6615429,3.8221364 
1,3962366,1217534,958540.3125000,579522.7500000,1448302,121451.1171875,1.6109238,1.1190929,1.2749720,1.2062120,1.5805578,3851381,1.3717690,1.6757650,1.3252602,.5401627,548.6000977,91,1983,0,4,14,15.1923523,.3161011,.1125185,.4768078,.2429242,.1874849,.4577778,3962363.7500000,15.1923513,755798.6250000,856533.2500000,454537.6562500,1200702.6250000,76840.6640625,13.5355301,13.6606483,13.9984179,13.0270357,11.2494888,2.2860413,2.4111595,1.7775469,2.7489290,-11.4754381,.0999199,15,6.3073698,2.4111595,1.7775469,2.7489290,3.9428626 
1,4209391,1347561,922350.3125000,637414.7500000,1552703,154603.7500000,1.7274446,1.1229534,1.2238398,1.2116442,1.7944536,4409672,1.3897448,1.7941351,1.3127050,.5287751,569.1000977,94,1984,0,4,15,15.2528286,.3291201,.1159622,.5466433,.2019933,.1919783,.5847006,4209388.5000000,15.2528276,780089.2500000,821361.1250000,520831.8750000,1281484.3750000,86156.4453125,13.5671635,13.6187181,14.0635300,13.1631823,11.3639202,2.2032433,2.2547979,1.7992620,2.6996098,-11.5898695,.1083200,15,6.3440563,2.2547979,1.7992620,2.6996098,3.8889085 
1,927163,320789.0625000,103015,163508.6875000,375783.4375000,25476.1054688,1.1326752,1.0177126,.9667926,1.1117401,.9240158,977900,.7557603,.6251515,.9636512,.5493293,580.3999023,90,1970,0,5,1,13.7398844,-.2800311,.0175576,.1245822,-.0337713,.1059265,-.0790261,927162.3750000,13.7398844,283213.6562500,101222.0937500,169124.8906250,338013.7500000,27571.0703125,12.5539570,11.5250721,12.7308416,12.0383930,10.2245226,2.3294344,1.3005495,1.8138704,2.5063190,-10.4504719,.0784174,14,6.3637174,1.3005495,1.8138704,2.5063190,3.5153623 
1,1017928,341499.4375000,109987,153309.4375000,430592.5000000,29445.2773438,1.1510086,1.0342131,.9161062,1.1295929,1.1012249,1038217,.7822160,.6408811,.9453388,.5317015,606.5000000,94,1971,0,5,2,13.8332796,-.2456244,.0336408,.1406386,-.0876230,.1218573,.0964231,1017927.3750000,13.8332787,296695.8125000,106348.4921875,167348.9687500,381192.6562500,26738.6601563,12.6004629,11.5744762,12.8510599,12.0278368,10.1938658,2.4065971,1.3806105,1.8339710,2.6571941,-10.4198151,.0603314,14,6.4077047,1.3806105,1.8339710,2.6571941,3.6394140 
1,1107781,372224.5000000,114842.3671875,154247.6250000,492073.7500000,26438.8085938,1.2100658,1.0487480,.9229866,1.1431704,.8700516,1149463,.8630426,.6592466,.9196136,.5844319,503.6999512,91,1972,0,5,3,13.9178696,-.1472912,.0475971,.1906748,-.0801405,.1338054,-.1392028,1107780.3750000,13.9178686,307606.8125000,109504.2500000,167117.9375000,430446.5625000,30387.6347656,12.6365776,11.6037188,12.9725780,12.0264549,10.3217907,2.3147869,1.2819281,1.7046642,2.6507874,-10.5477400,.0216947,14,6.2219808,1.2819281,1.7046642,2.6507874,3.5960784 
1,1279320,425564.5000000,132270.6250000,164667.3125000,576039.6875000,27183.3476563,1.2805510,1.1010733,1.0296984,1.2605619,.9466430,1245796,.8893570,.6840001,1.0221243,.5552642,511.6000977,104,1973,0,5,4,14.0618391,-.1172566,.0962854,.2472904,.0292659,.2315576,-.0548332,1279319.2500000,14.0618391,332329.2187500,120128.8125000,159918.0156250,456970.5625000,28715.5214844,12.7138815,11.6963196,13.0323744,11.9824162,10.2651930,2.4486885,1.4311266,1.7172232,2.7671814,-10.4911423,.0137491,14,6.2375433,1.4311266,1.7172232,2.7671814,3.7966462 
1,1459553,529995.1250000,212136.3125000,188297.5000000,563223.5625000,21320.1796875,1.3373928,.9422619,1.0964336,1.1743708,.9326699,1464198,.9198188,.7817681,1.0749540,.6007425,510.1000977,101,1974,0,5,5,14.1936407,-.0835786,-.0594720,.2907220,.0920628,.1607325,-.0697039,1459552.1250000,14.1936398,396289.8125000,225135.2031250,171736.3437500,479596.0312500,22859.2968750,12.8899012,12.3244562,13.0806990,12.0537157,10.0371132,2.8527880,2.2873430,2.0166025,3.0435858,-10.2630625,.0069854,14,6.2346070,2.2873430,2.0166025,3.0435858,4.1565276 
1,1617989,544132.1250000,307449.4375000,210492.0625000,613638.9375000,23617.2617188,1.2481623,.9944850,1.0900383,1.1756611,.8819923,1556169,.9488094,.8656419,1.0629129,.5627122,515.6999512,99,1975,0,5,6,14.2966948,-.0525473,-.0055302,.2216723,.0862128,.1618306,-.1255720,1617988.1250000,14.2966938,435946.6250000,309154.4062500,193105.2031250,521952.2500000,26777.1757813,12.9852753,12.6415958,13.1653318,12.1709900,10.1953049,2.7899704,2.4462910,1.9756851,2.9700270,-10.4212542,.0027612,14,6.2455251,2.4462910,1.9756851,2.9700270,4.1013894 
1,1746174,621936.1250000,300990.6875000,242831.9375000,669669.6250000,31333.7343750,1.3423548,1.0243244,1.0982723,1.1906357,.8494665,1749510,1.0061064,.9480262,1.0659847,.5614776,517.3999023,98,1976,0,5,7,14.3729372,.0060878,.0240333,.2944254,.0937383,.1744874,-.1631468,1746173,14.3729372,463317.2500000,293843.1250000,221103.5781250,562447.1250000,36886.3671875,13.0461674,12.5908012,13.2400522,12.3063869,10.5155973,2.5305700,2.0752039,1.7907896,2.7244549,-10.7415466,.0000371,14,6.2488161,2.0752039,1.7907896,2.7244549,3.8573404 
1,2001473,671527.0625000,369882.9375000,283357,792705,27973.2851563,1.3690825,1.0533047,1.1469622,1.1535292,.8344778,1957085,1.0689936,1.0137396,1.1059408,.5615925,519.3000488,93,1977,0,5,8,14.5093937,.0667176,.0519325,.3141408,.1371168,.1428261,-.1809492,2001471.8750000,14.5093937,490494.2500000,351164.2500000,247050,687199.8125000,33521.9062500,13.1031685,12.7690096,13.4403801,12.4173460,10.4199543,2.6832142,2.3490553,1.9973917,3.0204258,-10.6459036,.0044512,14,6.2524818,2.3490553,1.9973917,3.0204258,4.0894395 
1,2282781,763408.1250000,416567.6250000,373839.1250000,924576,27837.3789063,1.4566870,1.1149740,1.2570419,1.1934118,.8707429,2291724,1.2982826,1.1196680,1.2070475,.6449342,509.1000977,100,1978,0,5,9,14.6409054,.2610423,.1088311,.3761647,.2287613,.1768163,-.1384085,2282779.7500000,14.6409044,524071.5000000,373611.9687500,297395.9062500,774733.3750000,31969.6875000,13.1693830,12.8309727,13.5602741,12.6028194,10.3725433,2.7968397,2.4584293,2.2302761,3.1877308,-10.5984926,.0681431,14,6.2326447,2.4584293,2.2302761,3.1877308,4.2683615 
1,2770460,880561.7500000,658565.6875000,391017.0625000,1044457,33794.4531250,1.5033989,1.1895895,1.2953043,1.2804585,.8957971,2784033,1.4790230,1.2165604,1.2430792,.6717121,526,106,1979,0,5,10,14.8345242,.3913817,.1736083,.4077285,.2587456,.2472182,-.1100414,2770458.5000000,14.8345232,585714,553607.5000000,301872.7500000,815689.8750000,37725.5664063,13.2805872,13.2242117,13.6117897,12.6177607,10.5380936,2.7424936,2.6861181,2.0796671,3.0736961,-10.7640429,.1531796,14,6.2653012,2.6861181,2.0796671,3.0736961,4.2964306 
1,3777042,1167046,1109857,510935.4375000,1251077,95130.5000000,1.6212015,1.1243353,1.4234934,1.3293037,1.4832106,3591701,1.3498201,1.4982758,1.4393749,.5579767,579.3000488,105,1981,0,5,12,15.1444521,.2999713,.1171920,.4831676,.3531140,.2846553,.3942090,3777039.7500000,15.1444511,719864.8750000,987122.8125000,358930.6875000,941152.1250000,64138.2304688,13.4868193,13.8025494,13.7548599,12.7908850,11.0687962,2.4180231,2.7337532,1.7220888,2.6860638,-11.2947454,.0899828,14,6.3618206,2.7337532,1.7220888,2.6860638,4.0756558 
1,3788017,1247726,1005319.6875000,586671.3750000,1287261,135894.3125000,1.6787052,1.0850029,1.4503498,1.3134670,1.6705332,3620693,1.3402920,1.6063080,1.4964743,.5664936,578.3999023,115,1982,0,5,13,15.1473532,.2928875,.0815827,.5180228,.3718048,.2726702,.5131428,3788014.5000000,15.1473522,743266.8750000,926559.4375000,404503.3750000,980048.1875000,81347.8671875,13.5188103,13.7392330,13.7953568,12.9104156,11.3064899,2.2123203,2.4327431,1.6039257,2.4888668,-11.5324392,.0857831,14,6.3602655,2.4327431,1.6039257,2.4888668,3.8408633 
1,4042240,1402058,939608.0625000,721567.2500000,1397575,120648.8125000,1.8538065,1.1055260,1.5593977,1.2579327,1.5701180,3808256,1.4471016,1.6860476,1.5663595,.5899242,587.6000977,121,1983,0,5,14,15.2123098,.3695627,.1003212,.6172411,.4442997,.2294696,.4511507,4042237.2500000,15.2123089,756313,849919.5000000,462721.7500000,1111009.3750000,76840.6015625,13.5362110,13.6528969,13.9207792,13.0448809,11.2494888,2.2867222,2.4034081,1.7953920,2.6712904,-11.4754381,.1365766,14,6.3760466,2.4034081,1.7953920,2.6712904,3.9628211 
1,4174267,1527384,957949.1875000,857268.7500000,1367333,124406.4375000,1.9573936,1.1764841,1.6191158,1.2890749,1.4439592,4215495,1.5156946,1.8066645,1.5989285,.5694003,604.5000000,133,1984,0,5,15,15.2444496,.4158738,.1625304,.6716138,.4818802,.2539248,.3673888,4174264,15.2444487,780315.1875000,814247.4375000,529467.1875000,1060708.7500000,86156.4765625,13.5674534,13.6100197,13.8744478,13.1796265,11.3639202,2.2035332,2.2460995,1.8157063,2.5105276,-11.5898695,.1729510,14,6.4044017,2.2460995,1.8157063,2.5105276,3.8805289 
1,278481,109397,38162,55163.3398438,96068.9375000,11961.6484375,.3679247,.3572068,.3144418,.2543980,.4473539,303132,.2379517,.6519582,.3338892,.4408115,491.5998535,46,1971,0,6,2,12.5371056,-1.4356875,-1.0294405,-.9998769,-1.1569563,-1.3688554,-.8044053,278480.7812500,12.5371046,297335.2500000,106834.4843750,175432.5937500,377632.4687500,26738.6699219,12.6026154,11.5790358,12.8416767,12.0750103,10.1938658,2.4087496,1.3851700,1.8811445,2.6478109,-10.4198151,2.0611987,7,6.1976651,1.3851700,1.8811445,2.6478109,2.3432390 
1,324006,160542.9375000,39660.8125000,59075.6796875,83385.7500000,5551.2890625,.5207607,.2719280,.3345982,.2613409,.1826823,366061,.2911024,.6688213,.3135427,.4992222,487.8000488,39,1972,0,6,3,12.6885176,-1.2340802,-1.3022180,-.6524646,-1.0948249,-1.3419296,-1.7000065,324005.7812500,12.6885166,308285.4375000,145850.4062500,176557.0781250,319068.8750000,30387.6621094,12.6387815,11.8903370,12.6731625,12.0813999,10.3217916,2.3169899,1.5685453,1.7596083,2.3513708,-10.5477409,1.5229540,7,6.1899056,1.5685453,1.7596083,2.3513708,2.3667254 
1,363274,153983.3125000,40328.1679688,55109.8632813,123968.3671875,6928.3515625,.4626210,.3614824,.3381634,.2613227,.2412755,413824,.3102663,.6884373,.3252397,.4963781,485.3000488,40,1973,0,6,4,12.8029127,-1.1703243,-1.0175418,-.7708472,-1.0842260,-1.3419993,-1.4218156,363273.7812500,12.8029118,332849.8437500,111563.2812500,162968.1250000,474388.0937500,28715.5156250,12.7154465,11.6223469,13.0697813,12.0013103,10.2651930,2.4502535,1.3571539,1.7361174,2.8045883,-10.4911423,1.3696591,7,6.1847674,1.3571539,1.7361174,2.8045883,2.5377198 
1,435781,160796.1250000,87769.7500000,69717.1875000,159794.6875000,9432.3085938,.3471403,.2849027,.3195379,.2505960,.2557126,431001,.2746510,.9431602,.3113983,.4708850,526.1999512,35,1976,0,6,7,12.9848948,-1.2922541,-1.2556076,-1.0580262,-1.1408795,-1.3839130,-1.3637010,435780.7187500,12.9848948,463202.1250000,308069.2187500,218181.2968750,637658.4375000,36886.3632813,13.0459185,12.6380796,13.3655577,12.2930813,10.5155973,2.5303211,2.1224823,1.7774839,2.8499603,-10.7415466,1.6699207,7,6.2656813,2.1224823,1.7774839,2.8499603,2.4692979 
1,527272,201806.5625000,108107.9375000,72343.3125000,183460.0625000,9336.2734375,.4114351,.3163401,.2981266,.2644597,.2785128,534711,.3236872,1.0091629,.2956557,.4754664,582.1999512,36,1977,0,6,8,13.1754723,-1.1279777,-1.1509372,-.8881039,-1.2102371,-1.3300663,-1.2782911,527271.6875000,13.1754713,490494.2500000,341745.8750000,242659.7187500,693716.4375000,33521.8789063,13.1031685,12.7418222,13.4498186,12.3994150,10.4199533,2.6832151,2.3218689,1.9794617,3.0298653,-10.6459026,1.2723337,7,6.3668139,2.3218689,1.9794617,3.0298653,2.7555182 
1,606712,236578.9375000,124297.3125000,84256.2500000,212132,8225.7031250,.4515774,.3331839,.3008510,.2690696,.2572969,626443,.4036888,1.0981998,.2948839,.5705284,694.5000000,39,1978,0,6,9,13.3158092,-.9071109,-1.0990608,-.7950085,-1.2011400,-1.3127854,-1.3575245,606711.6875000,13.3158092,523894.5937500,373059.1875000,280059.6875000,788390.9375000,31969.6914063,13.1690454,12.8294926,13.5777493,12.5427580,10.3725433,2.7965021,2.4569492,2.1702147,3.2052059,-10.5984926,.8228501,7,6.5431922,2.4569492,2.1702147,3.2052059,2.9432659 
1,717453,267895.9375000,182716.8125000,96045.1875000,228141,12991.2343750,.4582321,.3421199,.3236619,.2770744,.3443618,679084,.4231470,1.2088165,.3260461,.5718255,830,39,1979,0,6,10,13.4834623,-.8600356,-1.0725939,-.7803794,-1.1280559,-1.2834692,-1.0660625,717452.6250000,13.4834623,584629.3750000,534072.3750000,296745.4687500,823392.5625000,37725.5390625,13.2787333,13.1882868,13.6211882,12.6006298,10.5380926,2.7406406,2.6501942,2.0625372,3.0830956,-10.7640419,.7396612,7,6.7214257,2.6501942,2.0625372,3.0830956,2.9453701 
1,127618,47502.7929688,14081,21076.8164063,47306.7031250,1453.6293945,.1673731,.1287169,.1071374,.1291416,.0527230,121766,.0930907,.6526027,.0998108,.4270443,574,36,1970,0,7,1,11.7567968,-2.3741815,-2.0501394,-1.7875297,-2.2336433,-2.0468457,-2.9427042,127617.9375000,11.7567959,283813.7500000,109395.0781250,196727,366316.4375000,27571.0839844,12.5560732,11.6027212,12.8112526,12.1895723,10.2245226,2.3315506,1.3781986,1.9650497,2.5867300,-10.4504719,5.6367378,2,6.3526294,1.3781986,1.9650497,2.5867300,1.5322739 
1,134835,49777.2109375,14186,22965.8437500,51774.8632813,1272.6425781,.1674111,.1267605,.1104641,.1322975,.0475956,124457,.0922877,.6847073,.1020394,.4595639,518,30,1971,0,7,2,11.8118067,-2.3828449,-2.0654554,-1.7873029,-2.2030647,-2.0227025,-3.0450141,134834.9375000,11.8118067,297335.2187500,111911.7968750,207903.2343750,391351.9062500,26738.6406250,12.6026154,11.6254663,12.8773623,12.2448282,10.1938648,2.4087505,1.4316015,2.0509634,2.6834974,-10.4198141,5.6779499,2,6.2499752,1.4316015,2.0509634,2.6834974,1.6179421 
1,407353,141298.4375000,59173,122203.6875000,126226.9375000,14114.4882813,.4752158,.5533944,.6956125,.3428422,.5278684,425639,.2846376,.6561999,.6736611,.3830256,600.2998047,45,1971,0,8,2,12.9174356,-1.2565386,-.5916843,-.7439862,-.3629625,-1.0704851,-.6389081,407352.5625000,12.9174347,297335.3125000,106927.3515625,175677.8281250,368178,26738.6464844,12.6026154,11.5799046,12.8163214,12.0764074,10.1938648,2.4087505,1.3860397,1.8825426,2.6224566,-10.4198141,1.5788894,11,6.3974292,1.3860397,1.8825426,2.6224566,2.7235702 
1,533043,190542.6250000,78332.5000000,109615.0625000,172812.7500000,13177.3203125,.5724581,.6283106,.6612945,.3788669,.4588921,579006,.4770014,.6899205,.6341430,.4346730,600.3999023,46,1973,0,8,4,13.1863575,-.7402358,-.4647207,-.5578157,-.4135561,-.9705704,-.7789401,533042.5625000,13.1863565,332849.9062500,124671.6250000,165758.3281250,456130.5625000,28715.5078125,12.7154465,11.7334385,13.0305347,12.0182858,10.2651930,2.4502535,1.4682455,1.7530928,2.7653418,-10.4911423,.5479491,11,6.3975959,1.4682455,1.7530928,2.7653418,2.9211648 
1,688798,246494.4375000,143156.9375000,118677.6328125,198427.9375000,10433.0898438,.6222106,.5990371,.6790405,.3974925,.4564048,754878,.5541350,.7811526,.6498250,.4780008,608.8000488,46,1974,0,8,5,13.4427032,-.5903470,-.5124318,-.4744767,-.3870745,-.9225793,-.7843751,688797.5000000,13.4427023,396159.1875000,238978.4375000,174772.5468750,499199.2500000,22859.2910156,12.8895712,12.3841286,13.1207609,12.0712404,10.0371132,2.8524580,2.3470154,2.0341272,3.0836477,-10.2630625,.3485096,11,6.4114899,2.3470154,2.0341272,3.0836477,3.4055904 
1,764941,279903.5625000,167042.1250000,132554.5000000,214642.5000000,12468.5156250,.6422365,.6056667,.7025519,.3831530,.4656397,800456,.5839599,.8562886,.6711932,.4655960,631,51,1975,0,8,6,13.5475540,-.5379230,-.5014254,-.4427987,-.3530360,-.9593210,-.7643431,764940.4375000,13.5475531,435826.3125000,275798.7500000,188675.7343750,560200.5625000,26777.1738281,12.9849987,12.5274267,13.2360506,12.1477852,10.1953049,2.7896938,2.3321218,1.9524803,3.0407457,-10.4212542,.2893611,11,6.4473059,2.3321218,1.9524803,3.0407457,3.3522489 
1,867684,316936.2500000,203719.0625000,170364.0625000,240223.1875000,16071.1718750,.6842287,.6306817,.7787853,.3886678,.4356939,957389,.6690893,.9413491,.7315224,.4949650,636.3000488,50,1976,0,8,7,13.6735830,-.4018377,-.4609540,-.3794630,-.2500199,-.9450304,-.8308153,867683.3125000,13.6735821,463202.2187500,323014.0625000,218756.1406250,618068.1875000,36886.3828125,13.0459194,12.6854515,13.3343544,12.2957125,10.5155973,2.5303221,2.1698542,1.7801151,2.8187571,-10.7415466,.1614735,11,6.4556702,2.1698542,1.7801151,2.8187571,3.1579851 
1,945224,335539.5000000,234508.8750000,200585,267966.0625000,13907.1718750,.6840839,.6466242,.8085920,.3931990,.4148684,1038003,.6824893,1.0134497,.7560549,.4947476,637.1999512,51,1977,0,8,8,13.7591772,-.3820085,-.4359900,-.3796746,-.2124608,-.9334395,-.8797940,945223.2500000,13.7591763,490494.6250000,362666.4062500,248067,681502.4375000,33521.8906250,13.1031694,12.8012390,13.4320555,12.4214544,10.4199543,2.6832151,2.3812847,2.0015001,3.0121012,-10.6459036,.1459305,11,6.4570835,2.3812847,2.0015001,3.0121012,3.3392233 
1,1240797,407541.6875000,386404.8125000,250357,335700,14853.5507813,.6970939,.6625369,.8636797,.4120826,.3937263,1281708,.8082556,1.1979799,.8008553,.5576751,688,63,1979,0,8,10,14.0312643,-.2128770,-.4116791,-.3608352,-.1465533,-.8865316,-.9320992,1240796,14.0312634,584629.5625000,583220.1250000,289872.5000000,814642.6250000,37725.5703125,13.2787333,13.2763195,13.6105051,12.5771961,10.5380936,2.7406397,2.7382259,2.0391026,3.0724115,-10.7640429,.0453166,11,6.5337888,2.7382259,2.0391026,3.0724115,3.4931711 
1,1652005,520427.1250000,623356.4375000,405082.1250000,378885,21726.0664063,.7963979,.6687319,1.0198336,.4342576,.4416403,1612274,.8383837,1.4461527,.9428654,.5569001,702.1999512,65,1980,0,8,11,14.3175001,-.1762794,-.4023720,-.2276564,.0196394,-.8341175,-.8172595,1652003.6250000,14.3174992,653476.3125000,932146.9375000,397204.1562500,872489.1250000,49194.0273438,13.3900614,13.7452459,13.6791058,12.8922052,10.8035278,2.5865335,2.9417181,2.0886774,2.8755779,-11.0294771,.0310744,11,6.5542182,2.9417181,2.0886774,2.8755779,3.5139728 
1,1842927,592314.9375000,693801.7500000,374879.9375000,416800.5000000,28909.3671875,.8263771,.6573679,1.0413942,.4410326,.4507353,1978548,.8362193,1.4898701,.9572811,.5771922,731.1000977,65,1981,0,8,12,14.4268656,-.1788644,-.4195114,-.1907041,.0405604,-.8186364,-.7968749,1842925.6250000,14.4268646,716761.0625000,1055423.7500000,359978.8750000,945055.8750000,64138.2304688,13.4824982,13.8694525,13.7589989,12.7938004,11.0687962,2.4137020,2.8006563,1.7250042,2.6902027,-11.2947454,.0319925,11,6.5945504,2.8006563,1.7250042,2.6902027,3.3580697 
1,2145387,834162.5000000,662598.3750000,547577.7500000,496745.1875000,41516.3203125,1.1036835,.7300236,1.1223526,.4707896,.5402910,2193180,1.1047068,1.7191525,1.0421715,.6041675,796.8000488,82,1983,0,8,14,14.5788307,.0995799,-.3146784,.0986532,.1154270,-.7533440,-.6156474,2145385.2500000,14.5788298,755798.6875000,907639.6250000,487883.8750000,1055132,76840.6640625,13.5355301,13.7186031,13.8691769,13.0978327,11.2494888,2.2860413,2.4691143,1.8483438,2.6196880,-11.4754381,.0099162,11,6.6806038,2.4691143,1.8483438,2.6196880,3.3293413 
1,2366515,954808.5625000,680215.0625000,689928.0625000,558638.3125000,53361.2890625,1.2239742,.7905847,1.2124634,.4998404,.6193535,2437233,1.2485399,1.8625374,1.1317215,.6092994,851.5000000,89,1984,0,8,15,14.6769285,.2219748,-.2349824,.2021031,.1926541,-.6934665,-.4790790,2366513,14.6769285,780088.7500000,860394.8750000,569030,1117633.3750000,86156.4296875,13.5671625,13.6651468,13.9267235,13.2516880,11.3639202,2.2032423,2.3012266,1.8877678,2.5628033,-11.5898695,.0492728,11,6.7469995,2.3012266,1.8877678,2.5628033,3.3130091 
1,1153456,430072.6875000,121023,234770.3750000,451740.4375000,49840.4179688,1.5153341,1.1305218,1.1490431,1.2552366,1.8077068,1116886,1.0768270,.6659294,1.2367353,.5970676,1180,123,1970,0,9,1,13.9582729,.0740188,.1226793,.4156360,.1389295,.2273241,.5920591,1153455.1250000,13.9582720,283813.7812500,107050.5703125,204318.1718750,359884.6875000,27571.0742188,12.5560732,11.5810566,12.7935390,12.2274342,10.2245226,2.3315506,1.3565340,2.0029116,2.5690165,-10.4504719,.0054788,10,7.0732697,1.3565340,2.0029116,2.5690165,3.7337507 
1,1195790,454546.4375000,121861,221342.0625000,467554.8125000,40611.4609375,1.5287333,1.1508884,1.1688328,1.2374086,1.5188303,1160880,1.0823345,.6668040,1.2170696,.5583324,1132,163,1971,0,9,2,13.9943180,.0791203,.1405342,.4244395,.1560056,.2130194,.4179405,1195789.2500000,13.9943171,297335.3437500,105884.2812500,189370.1718750,377849.9687500,26738.6425781,12.6026163,11.5701017,12.8422527,12.1514587,10.1938648,2.4087515,1.3762369,1.9575939,2.6483879,-10.4198141,.0062600,10,7.0317413,1.3762369,1.9575939,2.6483879,3.8004525 
1,1305085,491234.8750000,142993.1875000,234646.6250000,494013.4375000,45526.6718750,1.5934410,1.2449932,1.1989088,1.2144289,1.4981956,1297198,1.2384605,.6935375,1.2442131,.6051921,1142.6000977,149,1972,0,9,3,14.0817785,.2138691,.2191301,.4658958,.1814118,.1942739,.4042615,1305084.1250000,14.0817785,308285.5625000,114854.5937500,195716.8281250,406786.6250000,30387.6679688,12.6387815,11.6514225,12.9160442,12.1844244,10.3217926,2.3169889,1.3296299,1.8626318,2.5942516,-10.5477419,.0457400,10,7.0410617,1.3296299,1.8626318,2.5942516,3.7599866 
1,1426337,520115.1875000,167321.1875000,190892.5000000,567123.6875000,50467.1015625,1.5626116,1.2144957,1.0623722,1.1562748,1.7574854,1421098,1.2424688,.7081926,1.1673279,.5790381,1198.5000000,155,1973,0,9,4,14.1706200,.2171004,.1943289,.4463585,.0605043,.1452035,.5638840,1426336.1250000,14.1706200,332849.9375000,137770.0937500,179685.1406250,490474.8437500,28715.5175781,12.7154474,11.8333416,13.1031294,12.0989618,10.2651930,2.4502544,1.5681486,1.8337688,2.8379364,-10.4911423,.0471326,10,7.0888261,1.5681486,1.8337688,2.8379364,3.9054272 
